step,loss
19740,0.052
19750,0.061
19760,0.078
19770,0.041
19780,0.049
19790,0.045
19800,0.058
19810,0.038
19820,0.048
19830,0.04
19840,0.076
19850,0.043
19860,0.05
19870,0.071
19880,0.132
19890,0.043
19900,0.076
19910,0.044
19920,0.04
19930,0.068
19940,0.042
19950,0.045
19960,0.056
19970,0.071
19980,0.049
19990,0.048
20000,0.034
20010,0.036
20020,0.117
20030,0.068
20040,0.067
20050,0.065
20060,0.065
20070,0.035
20080,0.044
20090,0.042
20100,0.048
20110,0.046
20120,0.046
20130,0.049
20140,0.077
20150,0.033
20160,0.048
20170,0.082
20180,0.047
20190,0.051
20200,0.029
20210,0.034
20220,0.056
20230,0.069
20240,0.064
20250,0.08
20260,0.111
20270,0.041
20280,0.059
20290,0.051
20300,0.05
20310,0.05
20320,0.077
20330,0.114
20340,0.076
20350,0.046
20360,0.046
20370,0.061
20380,0.08
20390,0.046
20400,0.034
20410,0.054
20420,0.07
20430,0.079
20440,0.05
20450,0.055
20460,0.057
20470,0.043
20480,0.058
20490,0.048
20500,0.082
20510,0.035
20520,0.051
20530,0.049
20540,0.056
20550,0.082
20560,0.036
20570,0.048
20580,0.036
20590,0.08
20600,0.052
20610,0.06
20620,0.048
20630,0.058
20640,0.054
20650,0.047
20660,0.041
20670,0.052
20680,0.051
20690,0.061
20700,0.045
20710,0.073
20720,0.099
20730,0.047
20740,0.052
20750,0.057
20760,0.047
20770,0.055
20780,0.054
20790,0.058
20800,0.045
20810,0.033
20820,0.037
20830,0.042
20840,0.059
20850,0.058
20860,0.06
20870,0.035
20880,0.033
20890,0.068
20900,0.043
20910,0.054
20920,0.062
20930,0.041
20940,0.054
20950,0.038
20960,0.042
20970,0.078
20980,0.091
20990,0.037
21000,0.063
21010,0.028
21020,0.061
21030,0.057
21040,0.04
21050,0.046
21060,0.044
21070,0.058
21080,0.079
21090,0.055
21100,0.085
21110,0.039
21120,0.028
21130,0.058
21140,0.041
21150,0.038
21160,0.065
21170,0.067
21180,0.052
21190,0.087
21200,0.083
21210,0.102
21220,0.056
21230,0.052
21240,0.054
21250,0.041
21260,0.079
21270,0.055
21280,0.065
21290,0.062
21300,0.057
21310,0.038
21320,0.046
21330,0.076
21340,0.069
21350,0.043
21360,0.048
21370,0.102
21380,0.042
21390,0.05
21400,0.062
21410,0.042
21420,0.052
21430,0.057
21440,0.096
21450,0.053
21460,0.044
21470,0.05
21480,0.12
21490,0.053
21500,0.055
21510,0.062
21520,0.039
21530,0.084
21540,0.049
21550,0.057
21560,0.053
21570,0.055
21580,0.047
21590,0.056
21600,0.06
21610,0.114
21620,0.043
21630,0.053
21640,0.044
21650,0.038
21660,0.073
21670,0.048
21680,0.087
21690,0.036
21700,0.043
21710,0.049
21720,0.067
21730,0.054
21740,0.049
21750,0.034
21760,0.095
21770,0.074
21780,0.037
21790,0.049
21800,0.054
21810,0.074
21820,0.062
21830,0.047
21840,0.059
21850,0.045
21860,0.054
21870,0.046
21880,0.048
21890,0.079
21900,0.064
21910,0.042
21920,0.04
21930,0.043
21940,0.039
21950,0.043
21960,0.043
21970,0.059
21980,0.047
21990,0.05
22000,0.069
22010,0.054
22020,0.042
22030,0.036
22040,0.051
22050,0.042
22060,0.062
22070,0.044
22080,0.087
22090,0.048
22100,0.06
22110,0.054
22120,0.038
22130,0.074
22140,0.048
22150,0.09
22160,0.113
22170,0.041
22180,0.068
22190,0.039
22200,0.037
22210,0.091
22220,0.036
22230,0.087
22240,0.036
22250,0.044
22260,0.05
22270,0.099
22280,0.038
22290,0.084
22300,0.025
22310,0.034
22320,0.043
22330,0.073
22340,0.061
22350,0.054
22360,0.077
22370,0.064
22380,0.084
22390,0.056
22400,0.073
22410,0.06
22420,0.054
22430,0.05
22440,0.081
22450,0.053
22460,0.035
22470,0.081
22480,0.047
22490,0.112
22500,0.051
22510,0.047
22520,0.04
22530,0.051
22540,0.092
22550,0.048
22560,0.037
22570,0.046
22580,0.038
22590,0.063
22600,0.066
22610,0.08
22620,0.054
22630,0.041
22640,0.078
22650,0.044
22660,0.052
22670,0.053
22680,0.065
22690,0.052
22700,0.034
22710,0.093
22720,0.042
22730,0.039
22740,0.062
22750,0.057
22760,0.067
22770,0.037
22780,0.033
22790,0.07
22800,0.038
22810,0.072
22820,0.042
22830,0.062
22840,0.068
22850,0.043
22860,0.042
22870,0.028
22880,0.031
22890,0.071
22900,0.038
22910,0.039
22920,0.06
22930,0.053
22940,0.05
22950,0.072
22960,0.034
22970,0.031
22980,0.076
22990,0.089
23000,0.047
23010,0.04
23020,0.05
23030,0.126
23040,0.074
23050,0.049
23060,0.073
23070,0.047
23080,0.051
23090,0.057
23100,0.044
23110,0.045
23120,0.035
23130,0.056
23140,0.042
23150,0.053
23160,0.056
23170,0.036
23180,0.042
23190,0.06
23200,0.045
23210,0.034
23220,0.048
23230,0.086
23240,0.07
23250,0.038
23260,0.045
23270,0.064
23280,0.034
23290,0.048
23300,0.033
23310,0.056
23320,0.064
23330,0.062
23340,0.059
23350,0.038
23360,0.043
23370,0.052
23380,0.045
23390,0.054
23400,0.033
23410,0.1
23420,0.042
23430,0.059
23440,0.026
23450,0.037
23460,0.066
23470,0.04
23480,0.056
23490,0.069
23500,0.036
23510,0.036
23520,0.054
23530,0.038
23540,0.038
23550,0.081
23560,0.055
23570,0.045
23580,0.062
23590,0.043
23600,0.068
23610,0.052
23620,0.046
23630,0.043
23640,0.047
23650,0.034
23660,0.036
23670,0.051
23680,0.053
23690,0.074
23700,0.055
23710,0.045
23720,0.07
23730,0.057
23740,0.047
23750,0.052
23760,0.047
23770,0.055
23780,0.039
23790,0.046
23800,0.035
23810,0.037
23820,0.081
23830,0.079
23840,0.04
23850,0.038
23860,0.043
23870,0.056
23880,0.052
23890,0.089
23900,0.076
23910,0.036
23920,0.035
23930,0.039
23940,0.055
23950,0.044
23960,0.063
23970,0.055
23980,0.096
23990,0.046
24000,0.035
24010,0.058
24020,0.039
24030,0.077
24040,0.035
24050,0.046
24060,0.036
24070,0.031
24080,0.068
24090,0.052
24100,0.092
24110,0.048
24120,0.046
24130,0.06
24140,0.034
24150,0.042
24160,0.069
24170,0.056
24180,0.057
24190,0.048
24200,0.053
24210,0.051
24220,0.063
24230,0.042
24240,0.082
24250,0.035
24260,0.051
24270,0.04
24280,0.04
24290,0.045
24300,0.039
24310,0.039
24320,0.043
24330,0.053
24340,0.045
24350,0.041
24360,0.056
24370,0.048
24380,0.036
24390,0.148
24400,0.055
24410,0.072
24420,0.061
24430,0.038
24440,0.049
24450,0.094
24460,0.079
24470,0.058
24480,0.06
24490,0.041
24500,0.054
24510,0.08
24520,0.086
24530,0.049
24540,0.044
24550,0.04
24560,0.046
24570,0.106
24580,0.048
24590,0.046
24600,0.097
24610,0.048
24620,0.04
24630,0.034
24640,0.039
24650,0.045
24660,0.062
24670,0.042
24680,0.037
24690,0.053
24700,0.054
24710,0.089
24720,0.102
24730,0.043
24740,0.045
24750,0.046
24760,0.045
24770,0.042
24780,0.083
24790,0.037
24800,0.074
24810,0.052
24820,0.069
24830,0.049
24840,0.053
24850,0.064
24860,0.057
24870,0.032
24880,0.048
24890,0.085
24900,0.036
24910,0.067
24920,0.03
24930,0.04
24940,0.031
24950,0.031
24960,0.033
24970,0.05
24980,0.048
24990,0.052
25000,0.05
25010,0.078
25020,0.037
25030,0.05
25040,0.064
25050,0.093
25060,0.052
25070,0.028
25080,0.05
25090,0.058
25100,0.088
25110,0.06
25120,0.058
25130,0.037
25140,0.034
25150,0.104
25160,0.038
25170,0.076
25180,0.062
25190,0.045
25200,0.059
25210,0.053
25220,0.041
25230,0.07
25240,0.044
25250,0.029
25260,0.046
25270,0.081
25280,0.035
25290,0.056
25300,0.091
25310,0.043
25320,0.053
25330,0.058
25340,0.042
25350,0.065
25360,0.055
25370,0.077
25380,0.076
25390,0.041
25400,0.054
25410,0.083
25420,0.03
25430,0.043
25440,0.049
25450,0.036
25460,0.04
25470,0.043
25480,0.034
25490,0.058
25500,0.081
25510,0.057
25520,0.039
25530,0.039
25540,0.051
25550,0.049
25560,0.093
25570,0.033
25580,0.039
25590,0.095
25600,0.062
25610,0.037
25620,0.084
25630,0.071
25640,0.054
25650,0.052
25660,0.056
25670,0.034
25680,0.065
25690,0.052
25700,0.056
25710,0.042
25720,0.103
25730,0.035
25740,0.071
25750,0.08
25760,0.057
25770,0.071
25780,0.064
25790,0.044
25800,0.091
25810,0.099
25820,0.023
25830,0.041
25840,0.057
25850,0.064
25860,0.071
25870,0.046
25880,0.039
25890,0.074
25900,0.031
25910,0.045
25920,0.042
25930,0.03
25940,0.044
25950,0.052
25960,0.033
25970,0.051
25980,0.051
25990,0.063
26000,0.03
26010,0.037
26020,0.044
26030,0.051
26040,0.039
26050,0.078
26060,0.079
26070,0.034
26080,0.045
26090,0.036
26100,0.057
26110,0.071
26120,0.048
26130,0.048
26140,0.052
26150,0.045
26160,0.036
26170,0.042
26180,0.05
26190,0.052
26200,0.041
26210,0.062
26220,0.049
26230,0.082
26240,0.045
26250,0.035
26260,0.048
26270,0.049
26280,0.03
26290,0.086
26300,0.039
26310,0.033
26320,0.035
26330,0.038
26340,0.054
26350,0.042
26360,0.034
26370,0.023
26380,0.053
26390,0.031
26400,0.074
26410,0.048
26420,0.036
26430,0.044
26440,0.034
26450,0.091
26460,0.061
26470,0.062
26480,0.048
26490,0.032
26500,0.025
26510,0.045
26520,0.06
26530,0.025
26540,0.056
26550,0.057
26560,0.049
26570,0.06
26580,0.059
26590,0.043
26600,0.04
26610,0.052
26620,0.082
26630,0.031
26640,0.072
26650,0.047
26660,0.047
26670,0.048
26680,0.028
26690,0.075
26700,0.066
26710,0.051
26720,0.052
26730,0.076
26740,0.024
26750,0.063
26760,0.034
26770,0.041
26780,0.036
26790,0.031
26800,0.051
26810,0.031
26820,0.056
26830,0.048
26840,0.04
26850,0.057
26860,0.06
26870,0.047
26880,0.033
26890,0.061
26900,0.044
26910,0.038
26920,0.061
26930,0.065
26940,0.045
26950,0.026
26960,0.056
26970,0.06
26980,0.039
26990,0.046
27000,0.069
27010,0.035
27020,0.069
27030,0.05
27040,0.057
27050,0.038
27060,0.054
27070,0.044
27080,0.048
27090,0.035
27100,0.039
27110,0.041
27120,0.066
27130,0.031
27140,0.04
27150,0.029
27160,0.053
27170,0.088
27180,0.039
27190,0.047
27200,0.067
27210,0.06
27220,0.041
27230,0.034
27240,0.053
27250,0.041
27260,0.077
27270,0.03
27280,0.043
27290,0.048
27300,0.069
27310,0.064
27320,0.061
27330,0.057
27340,0.043
27350,0.041
27360,0.049
27370,0.043
27380,0.079
27390,0.053
27400,0.063
27410,0.036
27420,0.041
27430,0.089
27440,0.074
27450,0.028
27460,0.029
27470,0.049
27480,0.041
27490,0.059
27500,0.037
27510,0.082
27520,0.044
27530,0.036
27540,0.025
27550,0.056
27560,0.073
27570,0.03
27580,0.058
27590,0.052
27600,0.056
27610,0.037
27620,0.052
27630,0.042
27640,0.026
27650,0.064
27660,0.053
27670,0.03
27680,0.079
27690,0.036
27700,0.066
27710,0.05
27720,0.11
27730,0.051
27740,0.033
27750,0.028
27760,0.041
27770,0.062
27780,0.068
27790,0.05
27800,0.025
27810,0.034
27820,0.046
27830,0.094
27840,0.038
27850,0.048
27860,0.071
27870,0.089
27880,0.072
27890,0.048
27900,0.035
27910,0.039
27920,0.056
27930,0.042
27940,0.039
27950,0.054
27960,0.036
27970,0.085
27980,0.029
27990,0.066
28000,0.036
28010,0.04
28020,0.05
28030,0.043
28040,0.042
28050,0.038
28060,0.038
28070,0.058
28080,0.098
28090,0.062
28100,0.036
28110,0.036
28120,0.057
28130,0.059
28140,0.047
28150,0.025
28160,0.025
28170,0.029
28180,0.039
28190,0.066
28200,0.03
28210,0.066
28220,0.039
28230,0.052
28240,0.045
28250,0.034
28260,0.039
28270,0.037
28280,0.033
28290,0.031
28300,0.059
28310,0.038
28320,0.045
28330,0.058
28340,0.078
28350,0.067
28360,0.035
28370,0.044
28380,0.07
28390,0.036
28400,0.045
28410,0.083
28420,0.055
28430,0.063
28440,0.106
28450,0.073
28460,0.045
28470,0.036
28480,0.037
28490,0.038
28500,0.061
28510,0.059
28520,0.062
28530,0.032
28540,0.035
28550,0.044
28560,0.057
28570,0.049
28580,0.023
28590,0.062
28600,0.054
28610,0.062
28620,0.031
28630,0.035
28640,0.035
28650,0.063
28660,0.108
28670,0.046
28680,0.05
28690,0.048
28700,0.059
28710,0.044
28720,0.062
28730,0.038
28740,0.03
28750,0.053
28760,0.056
28770,0.036
28780,0.048
28790,0.032
28800,0.059
28810,0.04
28820,0.041
28830,0.029
28840,0.048
28850,0.028
28860,0.052
28870,0.088
28880,0.036
28890,0.025
28900,0.031
28910,0.037
28920,0.115
28930,0.084
28940,0.042
28950,0.042
28960,0.041
28970,0.086
28980,0.063
28990,0.043
29000,0.042
29010,0.073
29020,0.06
29030,0.024
29040,0.051
29050,0.06
29060,0.037
29070,0.035
29080,0.08
29090,0.079
29100,0.068
29110,0.081
29120,0.116
29130,0.045
29140,0.032
29150,0.025
29160,0.061
29170,0.045
29180,0.037
29190,0.056
29200,0.048
29210,0.077
29220,0.049
29230,0.035
29240,0.068
29250,0.048
29260,0.065
29270,0.045
29280,0.042
29290,0.023
29300,0.063
29310,0.041
29320,0.064
29330,0.059
29340,0.046
29350,0.05
29360,0.032
29370,0.042
29380,0.059
29390,0.038
29400,0.036
29410,0.03
29420,0.031
29430,0.054
29440,0.03
29450,0.088
29460,0.065
29470,0.038
29480,0.037
29490,0.066
29500,0.072
29510,0.032
29520,0.046
29530,0.046
29540,0.035
29550,0.024
29560,0.063
29570,0.054
29580,0.042
29590,0.047
29600,0.065
29610,0.028
29620,0.055
29630,0.041
29640,0.031
29650,0.038
29660,0.036
29670,0.039
29680,0.052
29690,0.039
29700,0.041
29710,0.072
29720,0.039
29730,0.04
29740,0.034
29750,0.06
29760,0.102
29770,0.061
29780,0.028
29790,0.061
29800,0.032
29810,0.051
29820,0.049
29830,0.056
29840,0.037
29850,0.052
29860,0.047
29870,0.038
29880,0.035
29890,0.064
29900,0.05
29910,0.036
29920,0.062
29930,0.08
29940,0.028
29950,0.04
29960,0.04
29970,0.061
29980,0.049
29990,0.062
30000,0.06
